"Date","SP","CCGT","OIL","COAL","NUCLEAR","WIND","PS","NPSHYD","OCGT","OTHER","INTFR","INTIRL","INTNED","INTEW","BIOMASS","INTNEM","INTIFA2","INTELEC"
"2019-12-08","44","3498","0","794","6827","11293","690","572","1","142","1512","82","806","504","2985","792","",""
"2019-12-08","45","3516","0","913","6829","11283","668","566","1","143","-350","82","760","504","3038","740","",""
"2019-12-08","46","3081","0","934","6829","11036","472","576","1","146","-438","82","758","504","2876","740","",""
"2019-12-08","47","2969","0","922","6826","10791","164","533","1","168","-1502","82","666","504","2757","740","",""
"2019-12-08","48","2859","0","832","6832","10944","-530","530","1","140","-1514","82","666","504","2548","740","",""
"2019-12-09","1","2842","0","764","6835","11186","-682","519","1","131","-1544","82","608","504","2467","692","",""
"2019-12-09","2","3159","0","765","6821","10781","-716","520","0","150","-1546","82","606","504","2920","690","",""
"2019-12-09","3","3566","0","889","6832","10647","-1574","518","0","166","-1516","82","684","504","3020","692","",""
"2019-12-09","4","3522","0","833","6828","10483","-1738","515","1","164","-1516","82","684","504","3035","692","",""
"2019-12-09","5","3427","0","874","6833","9948","-1494","510","1","136","-1420","82","400","504","3081","690","",""
"2019-12-09","6","3385","0","959","6837","9866","-1670","509","0","100","-1420","82","394","450","3086","690","",""
"2019-12-09","7","3318","0","967","6833","9934","-1596","509","1","99","-1420","82","0","500","3091","566","",""
"2019-12-09","8","3219","0","914","6836","9861","-1694","509","0","99","-1420","82","0","428","3089","552","",""
"2019-12-09","9","3356","0","914","6793","9783","-1668","494","0","100","-1420","82","100","498","3089","14","",""
"2019-12-09","10","3581","0","873","6741","9783","-1672","494","1","99","-1428","82","102","504","3085","0","",""
"2019-12-09","11","3793","0","932","6740","9920","-952","520","1","106","-1024","82","-186","504","3072","-394","",""
"2019-12-09","12","4172","0","1063","6740","10158","-498","519","2","126","-1022","82","-196","504","3052","-402","",""
"2019-12-09","13","5399","0","1589","6736","10425","-48","519","2","126","-908","82","100","504","3043","132","",""
"2019-12-09","14","7621","0","1864","6725","11052","-14","518","3","128","-892","82","102","504","3067","150","",""
"2019-12-09","15","8726","0","1936","6724","11285","298","521","2","119","816","82","164","460","3025","384","",""
"2019-12-09","16","10281","0","1912","6727","11386","574","517","0","128","740","76","166","326","3087","386","",""
"2019-12-09","17","10366","0","1818","6729","11512","528","582","0","143","1972","-92","102","164","3085","700","",""
"2019-12-09","18","10795","0","1826","6730","11087","518","699","1","148","1998","-194","102","86","3091","706","",""
"2019-12-09","19","11283","0","1861","6717","10924","542","867","3","148","2000","-76","102","-48","3092","444","",""
"2019-12-09","20","11353","0","1937","6700","10669","512","867","1","146","2000","-156","102","-112","3085","442","",""
"2019-12-09","21","11352","0","1980","6689","10746","226","864","1","147","1896","-306","462","-264","3081","32","",""
"2019-12-09","22","11153","0","1989","6708","10771","300","848","1","147","1952","-440","498","-342","3082","22","",""
"2019-12-09","23","11571","0","1990","6690","10763","76","834","1","150","156","-424","914","-494","3091","960","",""
"2019-12-09","24","11430","0","2040","6690","10689","-8","835","1","154","130","-456","924","-536","3083","1000","",""
"2019-12-09","25","11430","0","1896","6696","10541","62","846","1","150","588","-456","924","-536","3076","1000","",""
"2019-12-09","26","11524","0","1864","6687","10284","116","846","1","166","584","-456","924","-536","3081","1000","",""
"2019-12-09","27","11308","0","1837","6689","9665","258","841","0","172","1920","-456","1000","-536","3079","1000","",""
"2019-12-09","28","12423","0","1868","6688","8891","158","833","1","159","1998","-456","1000","-536","3085","1000","",""
"2019-12-09","29","13635","0","1878","6685","8194","162","832","1","157","1998","-456","1000","-536","3083","1000","",""
"2019-12-09","30","14869","0","1986","6682","7645","54","831","1","155","1998","-456","1000","-536","3094","1000","",""
"2019-12-09","31","16449","0","2017","6680","7207","498","844","1","147","1896","-456","1000","-536","3092","1000","",""
"2019-12-09","32","18222","0","2100","6685","6611","518","846","0","148","1896","-456","1000","-536","3090","1000","",""
"2019-12-09","33","19315","0","2138","6676","6534","1802","876","1","191","1996","-456","1000","-536","3092","1000","",""
"2019-12-09","34","20565","0","2208","6680","6114","1832","894","1","256","1998","-456","1000","-536","3107","1000","",""
"2019-12-09","35","20732","0","2339","6678","5889","1956","899","1","258","1998","-456","1000","-524","3112","998","",""
"2019-12-09","36","21254","0","2430","6679","5823","1588","894","235","244","1998","-456","1000","-394","3112","1000","",""
"2019-12-09","37","20730","0","2535","6677","5904","1312","889","260","246","1998","-456","1000","-228","3111","1000","",""
"2019-12-09","38","20008","0","2595","6684","5953","1460","885","247","247","1998","-392","1000","-88","3109","1000","",""
"2019-12-09","39","19843","0","2301","6688","6116","1220","884","220","213","1998","-240","1058","54","3094","1000","",""
"2019-12-09","40","19351","0","1917","6688","6202","1404","883","1","174","1998","-102","1058","186","3073","1000","",""
"2019-12-09","41","18809","0","1807","6690","6144","866","872","2","150","1998","62","1058","336","3033","1000","",""
"2019-12-09","42","17894","0","1707","6687","6192","-6","869","1","152","1998","82","1058","446","2988","1000","",""
"2019-12-09","43","16729","0","1521","6686","5997","-12","816","5","151","1898","82","866","504","2971","968","",""
"2019-12-09","44","14659","0","1438","6688","6054","-12","824","4","148","1850","82","862","504","2967","970","",""
"2019-12-09","45","13734","0","1406","6692","6415","-12","582","4","148","68","82","804","504","2966","970","",""
"2019-12-09","46","11455","0","1357","6690","6757","8","616","3","153","-82","82","802","504","2971","970","",""
"2019-12-09","47","7656","0","1194","6691","6985","-10","514","4","146","1412","82","878","504","2967","878","",""
"2019-12-09","48","6391","0","964","6688","6824","10","492","4","170","1552","82","878","504","2972","878","",""
"2019-12-10","1","5725","0","968","6690","6818","-10","491","4","143","1700","82","854","504","2972","854","",""
"2019-12-10","2","5819","0","959","6692","6866","-12","493","4","146","1702","82","854","504","2970","854","",""
"2019-12-10","3","5446","0","961","6690","7033","-196","512","4","147","1704","82","854","504","2969","850","",""
"2019-12-10","4","4844","0","961","6701","7105","-450","511","3","144","1704","82","854","504","2962","850","",""
"2019-12-10","5","5220","0","960","6692","7085","-1270","457","5","144","1548","82","854","504","2944","824","",""
"2019-12-10","6","5444","0","960","6691","7259","-2028","432","5","141","1548","82","854","504","2889","822","",""
"2019-12-10","7","6086","0","959","6606","7516","-1868","433","5","169","526","82","294","504","2835","792","",""
"2019-12-10","8","5764","0","956","6532","7989","-1880","432","4","144","0","82","274","504","2813","792","",""
"2019-12-10","9","6240","0","960","6544","8704","-1750","435","5","141","2","82","-184","504","2817","-298","",""
"2019-12-10","10","5585","0","932","6534","9457","-1812","448","2","142","4","82","-192","504","2824","-352","",""
"2019-12-10","11","4898","0","794","6544","9844","-1282","447","4","144","110","82","138","504","2831","-226","",""
"2019-12-10","12","5484","0","932","6535","10382","-1162","447","4","145","110","82","144","504","2701","-226","",""
"2019-12-10","13","7522","0","1248","6536","11159","78","476","4","169","-150","82","-508","504","2958","-758","",""
"2019-12-10","14","10063","0","1531","6541","11616","28","473","3","146","-154","82","-582","504","2955","-774","",""
"2019-12-10","15","12318","0","1821","6527","11967","-10","476","3","149","-50","82","-222","504","2966","-732","",""
"2019-12-10","16","13296","0","2133","6529","12457","66","478","3","148","-50","82","-214","504","2965","-732","",""
"2019-12-10","17","13190","0","2282","6535","12992","40","494","3","149","162","34","0","504","2963","-298","",""
"2019-12-10","18","13159","0","2201","6535","13008","40","493","4","159","166","76","0","504","2959","-290","",""
"2019-12-10","19","13441","0","2285","6528","12960","198","485","4","175","200","42","0","504","2955","44","",""
"2019-12-10","20","13910","0","2218","6535","13033","116","492","5","159","200","-22","0","504","2787","48","",""
"2019-12-10","21","13659","0","2218","6530","13024","8","510","4","144","768","38","-350","504","2607","0","",""
"2019-12-10","22","13609","0","2258","6532","13204","122","519","4","142","794","-50","-360","366","2645","2","",""
"2019-12-10","23","12899","0","2309","6531","13204","162","520","4","151","1212","-142","282","300","2631","246","",""
"2019-12-10","24","13093","0","2310","6537","13255","106","546","5","141","1224","-294","304","318","2572","248","",""
"2019-12-10","25","13038","0","2252","6534","13309","140","542","4","156","1210","-438","600","330","2586","70","",""
"2019-12-10","26","12819","0","2301","6534","13257","206","553","4","154","1208","-456","606","324","2647","68","",""
"2019-12-10","27","12489","0","2309","6537","12525","206","658","4","145","610","-302","796","320","2736","346","",""
"2019-12-10","28","12626","0","2153","6532","13420","206","621","4","158","594","-456","800","378","2758","350","",""
"2019-12-10","29","12994","0","2139","6526","13318","204","630","5","156","0","0","0","0","2743","0","",""
"2019-12-10","30","12975","0","2194","6467","13186","206","636","5","151","308","-456","1000","284","2743","218","",""
"2019-12-10","31","11719","0","1864","6321","13315","94","650","5","148","1398","-398","1000","132","2738","922","",""
"2019-12-10","32","12466","0","1800","6295","13233","358","674","5","204","1478","-270","1000","6","2847","948","",""
"2019-12-10","33","13257","0","2012","6304","13397","528","673","5","188","1984","-376","1000","-72","2864","1000","",""
"2019-12-10","34","13676","0","1977","6300","13473","662","720","5","214","1998","-418","1000","-224","2874","1000","",""
"2019-12-10","35","14069","0","1937","6302","13258","822","789","5","257","1998","-456","1000","-376","2871","1000","",""
"2019-12-10","36","13784","0","2137","6303","13198","834","805","5","232","1998","-456","1000","-508","2870","1000","",""
"2019-12-10","37","13697","0","2210","6182","13194","842","810","5","221","1498","-456","1000","-536","2858","1000","",""
"2019-12-10","38","13253","0","2143","6181","13384","688","770","5","210","1486","-456","1000","-536","2893","1000","",""
"2019-12-10","39","12501","0","1924","6183","13492","334","713","4","166","1984","-456","1058","-476","2900","1000","",""
"2019-12-10","40","11449","0","1784","6179","13465","370","695","4","174","1996","-456","1058","-330","2912","1000","",""
"2019-12-10","41","10167","0","1746","6185","13341","350","737","5","171","1996","-456","1058","-228","2922","1000","",""
"2019-12-10","42","9260","0","1480","6181","13176","276","621","4","155","1996","-456","1058","-206","2924","1000","",""
"2019-12-10","43","8843","0","1152","6178","12926","90","626","5","152","1206","-402","1058","-54","2925","1000","",""
"2019-12-10","44","7626","0","767","6181","12619","-20","624","2","151","1088","-438","1058","-46","2928","1000","",""
"2019-12-10","45","7358","0","853","6179","12534","-20","615","1","150","-868","-308","906","58","2954","886","",""
"2019-12-10","46","6083","0","819","6183","12456","-158","617","0","154","-1142","-268","902","122","2884","884","",""
"2019-12-10","47","5029","0","765","6170","11930","-288","619","0","150","-1084","-186","808","66","2657","806","",""
"2019-12-10","48","4562","0","750","6178","11665","-582","617","0","151","-1084","-158","804","-2","2615","804","",""
"2019-12-11","1","4239","0","560","6172","11543","-566","618","1","158","-1084","-164","806","70","2666","806","",""
"2019-12-11","2","4094","0","560","6166","11425","-236","614","0","160","-1084","-56","806","210","2892","804","",""
"2019-12-11","3","4147","0","560","6170","11234","-546","614","0","162","-1086","30","806","376","2903","798","",""
"2019-12-11","4","3938","0","560","6171","11095","-806","609","1","154","-1062","30","806","494","2919","776","",""
"2019-12-11","5","4127","0","560","6172","10853","-1142","552","0","152","-322","82","744","504","2918","98","",""
"2019-12-11","6","4364","0","560","6169","10683","-1366","551","0","152","-290","28","742","504","2953","70","",""
"2019-12-11","7","4466","0","569","6177","10717","-1310","605","0","150","-936","78","170","504","2955","734","",""
"2019-12-11","8","4418","0","606","6175","10581","-1654","696","0","150","-958","20","150","504","2957","758","",""
"2019-12-11","9","4199","0","832","6175","10302","-954","681","0","150","-688","76","0","504","2965","24","",""
"2019-12-11","10","4501","0","946","6173","10106","-840","733","0","157","-686","68","0","504","2965","0","",""
"2019-12-11","11","4622","0","1170","6180","9819","-222","704","1","152","-872","80","682","504","2962","0","",""
"2019-12-11","12","5909","0","1687","6182","9577","-250","730","2","151","-864","82","820","474","2964","-14","",""
"2019-12-11","13","8633","0","2245","6179","9461","486","698","5","172","-380","82","390","336","2966","-564","",""
"2019-12-11","14","11602","0","2573","6178","9741","36","618","6","154","-368","34","378","234","2959","-578","",""
"2019-12-11","15","15231","0","2674","6171","9672","330","616","5","158","-160","44","224","68","2936","-686","",""
"2019-12-11","16","16996","0","2826","6173","9779","316","616","4","160","-158","-76","222","0","2923","-686","",""
"2019-12-11","17","16995","0","2766","6174","10052","330","642","4","158","336","-234","154","-60","2935","-330","",""
"2019-12-11","18","17190","0","2817","6175","9800","340","655","5","157","354","-370","152","-98","2933","-324","",""
"2019-12-11","19","17704","0","3119","6163","9805","244","776","5","157","4","-456","152","-250","2931","-236","",""
"2019-12-11","20","17565","0","3028","6155","9956","66","776","5","152","-2","-456","152","-294","2931","-236","",""
"2019-12-11","21","17580","0","3004","6164","10039","32","773","5","153","-346","-456","0","-304","2935","-22","",""
"2019-12-11","22","17631","0","3098","6162","9983","-16","748","5","150","-352","-456","0","-310","2908","-22","",""
"2019-12-11","23","17472","0","3114","6149","10090","28","714","5","160","-156","-456","0","-276","2858","-278","",""
"2019-12-11","24","17550","0","3075","6147","10059","28","726","5","153","-152","-428","0","-180","2824","-280","",""
"2019-12-11","25","17998","0","3129","6153","9456","350","721","5","168","-484","-412","0","-34","2827","-424","",""
"2019-12-11","26","18267","0","3151","6151","9413","122","707","5","204","-492","-406","0","0","2814","-426","",""
"2019-12-11","27","18116","0","3108","6153","9546","158","717","5","163","-534","-242","0","0","2820","-106","",""
"2019-12-11","28","18313","0","3074","6154","9282","232","707","5","188","-534","-162","0","0","2817","-102","",""
"2019-12-11","29","18437","0","3063","6155","9469","178","709","19","209","-610","-94","0","34","2822","66","",""
"2019-12-11","30","18266","0","3009","6158","9587","50","721","97","195","-610","-102","0","54","2837","68","",""
"2019-12-11","31","17686","0","3055","6156","9417","56","768","97","162","386","-212","456","0","2848","-82","",""
"2019-12-11","32","17907","0","3073","6153","9706","514","788","97","175","442","-184","502","0","2849","-82","",""
"2019-12-11","33","18407","0","3068","6151","9735","962","836","97","188","1210","-330","0","-60","2861","762","",""
"2019-12-11","34","18997","0","3027","6159","9755","1302","787","97","226","1246","-348","0","-210","2855","802","",""
"2019-12-11","35","18786","0","3085","6156","9802","1264","787","98","301","1370","-444","628","-362","2856","802","",""
"2019-12-11","36","18267","0","3087","6159","10219","922","789","98","272","1370","-456","752","-512","2889","802","",""
"2019-12-11","37","18135","0","3072","6157","10203","864","788","98","246","1372","-456","940","-536","2908","924","",""
"2019-12-11","38","18039","0","3316","6150","9733","846","787","98","246","1382","-456","942","-512","2862","926","",""
"2019-12-11","39","17656","0","3334","6092","9908","488","785","98","172","1904","-456","770","-388","2880","836","",""
"2019-12-11","40","16730","0","3305","6086","10093","236","784","47","159","1920","-456","768","-448","2943","836","",""
"2019-12-11","41","16063","0","3001","6082","10075","26","751","6","165","1920","-440","892","-532","2937","852","",""
"2019-12-11","42","14805","0","2668","6084","10080","20","752","5","152","1920","-414","894","-492","2946","852","",""
"2019-12-11","43","13581","0","2507","6079","9377","100","703","6","157","1920","-340","1056","-330","2926","624","",""
"2019-12-11","44","12104","0","2285","6084","9442","-12","603","5","150","1890","-222","1058","-316","2916","622","",""
"2019-12-11","45","11054","0","2115","6085","9344","-12","664","4","151","288","-136","1002","-220","2929","976","",""
"2019-12-11","46","9580","0","1910","6079","9009","68","727","4","156","144","-86","1000","-212","2936","982","",""
"2019-12-11","47","6846","0","1719","6086","9221","-470","703","4","150","1656","-42","906","-268","2938","902","",""
"2019-12-11","48","5808","0","1386","6086","8802","-542","660","4","151","1802","-20","904","-276","2982","904","",""
"2019-12-12","1","6037","0","1178","6084","8410","-638","632","6","151","1704","-20","854","-122","2996","854","",""
"2019-12-12","2","6393","0","1355","6090","8447","-714","604","6","151","1704","-8","854","-24","3010","854","",""
"2019-12-12","3","6511","0","1394","6081","7995","-906","605","6","155","1704","38","854","12","3004","854","",""
"2019-12-12","4","6445","0","1256","6091","7790","-1106","603","7","151","1704","46","854","58","3011","854","",""
"2019-12-12","5","6515","0","1304","6084","7168","-1350","584","2","158","1704","-58","854","198","3014","854","",""
"2019-12-12","6","6531","0","1386","6095","7270","-1460","590","2","150","1704","-18","854","264","3018","854","",""
"2019-12-12","7","6370","0","1243","6089","7192","-1674","634","6","148","1704","-34","854","296","3010","854","",""
"2019-12-12","8","6434","0","1169","6091","6846","-1810","633","6","154","1704","-36","854","298","3016","854","",""
"2019-12-12","9","6596","0","1294","6095","6555","-1702","632","4","151","1704","-54","854","248","3016","854","",""
"2019-12-12","10","6852","0","1361","6093","6266","-1614","624","6","153","1704","-36","742","248","2938","844","",""
"2019-12-12","11","8004","0","1348","6094","6074","-390","642","5","154","1604","62","-100","182","2932","396","",""
"2019-12-12","12","9055","0","1687","6094","5936","-248","637","5","150","1604","76","-104","198","2950","384","",""
"2019-12-12","13","12091","0","2483","6085","5868","122","837","5","162","660","-90","0","40","3005","126","",""
"2019-12-12","14","14978","0","2830","6090","6485","-14","834","4","158","620","-232","0","-46","2994","122","",""
"2019-12-12","15","18603","0","2873","6053","7334","164","865","4","173","376","-386","-106","-186","2999","-146","",""
"2019-12-12","16","19901","0","3308","6018","7670","262","869","4","190","372","-456","-110","-338","2996","-150","",""
"2019-12-12","17","20107","0","3607","6019","7861","90","876","4","237","906","-456","-160","-488","2985","48","",""
"2019-12-12","18","20271","0","3668","6025","8073","-14","891","3","202","920","-456","-156","-536","2967","62","",""
"2019-12-12","19","20054","0","3351","6024","8527","-14","895","1","144","684","-456","398","-536","2949","612","",""
"2019-12-12","20","19948","0","3131","6019","8848","-10","895","1","145","686","-456","444","-536","2941","628","",""
"2019-12-12","21","20143","0","3381","6036","9158","22","875","1","157","354","-456","0","-536","2935","872","",""
"2019-12-12","22","20226","0","3158","6032","9163","84","901","1","144","348","-456","0","-536","2878","876","",""
"2019-12-12","23","20367","0","3221","6023","8945","58","784","1","166","556","-456","212","-536","2874","734","",""
"2019-12-12","24","20457","0","3627","6025","8754","44","743","1","185","558","-456","224","-536","2879","732","",""
"2019-12-12","25","20439","0","3663","6027","8248","114","803","25","182","534","-456","486","-536","2867","890","",""
"2019-12-12","26","20323","0","3622","6024","7882","288","864","93","171","534","-456","490","-532","2822","892","",""
"2019-12-12","27","20054","0","3593","6028","7314","588","864","92","176","246","-456","648","-414","2818","816","",""
"2019-12-12","28","20105","0","3613","6026","6849","444","865","91","177","242","-456","650","-388","2829","816","",""
"2019-12-12","29","20083","0","3526","6033","6712","28","864","50","179","972","-456","824","-264","2822","614","",""
"2019-12-12","30","20171","0","3348","6030","6719","10","742","1","173","1004","-456","828","-208","2837","612","",""
"2019-12-12","31","19763","0","2905","6029","6848","76","806","8","152","1816","-456","852","-238","2876","992","",""
"2019-12-12","32","20167","0","2825","6029","6934","358","893","90","171","1848","-456","852","-130","2889","1000","",""
"2019-12-12","33","20200","0","2871","6027","7074","690","922","104","202","1998","-456","998","-34","2986","1000","",""
"2019-12-12","34","19932","0","2764","6026","6980","852","920","192","253","1998","-456","1000","-106","3014","1000","",""
"2019-12-12","35","20251","0","2469","6025","6956","966","922","192","291","1998","-456","1000","-148","3034","1000","",""
"2019-12-12","36","20146","0","2454","6022","6890","1080","924","192","272","1998","-456","1000","-244","3040","1000","",""
"2019-12-12","37","19969","0","2751","6024","6857","730","925","192","214","1998","-448","1000","-108","3054","1000","",""
"2019-12-12","38","19658","0","3073","6024","6805","596","926","192","205","1998","-348","1000","-82","3058","1000","",""
"2019-12-12","39","19437","0","2989","6019","6778","380","926","92","186","1998","-196","1058","58","3035","1000","",""
"2019-12-12","40","18541","0","2998","5941","6772","294","914","0","164","1998","-52","1058","168","3011","1000","",""
"2019-12-12","41","17652","0","2907","5935","6691","294","725","1","163","1998","62","1058","320","3032","1000","",""
"2019-12-12","42","16421","0","2520","5931","6607","274","726","0","167","1998","70","1058","390","3042","1000","",""
"2019-12-12","43","15422","0","2163","5929","6076","240","726","0","197","1998","80","1058","494","3037","1000","",""
"2019-12-12","44","14075","0","2011","5933","5613","260","726","0","161","1998","82","1058","504","3042","1000","",""
"2019-12-12","45","12886","0","1846","5937","5036","44","652","0","151","2000","66","1000","504","2996","978","",""
"2019-12-12","46","12164","0","1320","5946","4804","-10","653","0","151","1998","80","1000","504","2692","978","",""
"2019-12-12","47","11350","0","865","5943","4843","70","559","0","159","1804","86","906","504","2400","904","",""
"2019-12-12","48","10259","0","870","5941","4710","12","556","0","151","1802","110","902","504","2390","902","",""
"2019-12-13","1","10331","0","867","5940","4336","66","484","0","152","1706","110","854","504","2391","856","",""
"2019-12-13","2","10684","0","856","5941","3497","502","774","0","157","1704","110","854","504","2401","856","",""
"2019-12-13","3","10705","0","835","5942","3185","204","819","0","154","1704","110","854","504","2401","778","",""
"2019-12-13","4","10325","0","809","5945","3482","-20","648","0","153","1704","110","854","504","2397","778","",""
"2019-12-13","5","9687","0","816","5938","3685","-364","604","0","153","1704","110","854","504","2384","854","",""
"2019-12-13","6","9713","0","822","5930","3493","-600","605","0","154","1704","110","854","504","2342","854","",""
"2019-12-13","7","9286","0","803","5933","4070","-1162","603","0","154","1704","110","854","504","2344","854","",""
"2019-12-13","8","8095","0","629","5930","4949","-1288","515","0","153","1704","110","854","504","2331","854","",""
"2019-12-13","9","7321","0","580","5932","5967","-1278","465","0","151","1704","110","392","504","2315","854","",""
"2019-12-13","10","7164","0","579","5926","6382","-1432","435","0","150","1704","110","378","504","2265","854","",""
"2019-12-13","11","7310","0","607","5927","6867","-1048","479","0","155","1704","110","284","504","2335","502","",""
"2019-12-13","12","7719","0","780","5929","7520","-1082","481","0","151","1704","110","282","504","2349","496","",""
"2019-12-13","13","9108","0","1217","5925","7882","-686","646","0","153","1946","110","722","504","2396","380","",""
"2019-12-13","14","11102","0","1674","5925","8227","-658","647","0","151","1950","110","736","504","2394","380","",""
"2019-12-13","15","13008","0","1735","5923","8712","-116","711","0","172","1998","104","996","504","2380","728","",""
"2019-12-13","16","14299","0","1976","5923","9089","-10","712","0","158","2000","24","1000","448","2393","734","",""
"2019-12-13","17","14896","0","2099","5926","9304","-10","740","0","159","2000","14","990","298","2376","610","",""
"2019-12-13","18","15186","0","2098","5894","9353","-10","739","0","155","2000","14","990","214","2387","610","",""
"2019-12-13","19","15668","0","2393","5805","9192","20","739","0","166","2000","32","936","64","2378","660","",""
"2019-12-13","20","15405","0","2489","5801","9181","-10","737","0","144","2000","16","934","0","2388","660","",""
"2019-12-13","21","15471","0","2579","5801","9377","-10","710","0","139","1906","-76","838","0","2389","192","",""
"2019-12-13","22","15058","0","2437","5800","9508","-10","723","0","141","1904","-102","836","0","2390","192","",""
"2019-12-13","23","14953","0","2387","5792","9580","-10","710","0","145","1650","-98","932","0","2385","692","",""
"2019-12-13","24","14970","0","2388","5791","9384","-10","710","0","141","1646","-62","932","0","2381","704","",""
"2019-12-13","25","15758","0","2646","5793","8857","12","667","32","206","1698","-18","236","0","2392","258","",""
"2019-12-13","26","15861","0","2727","5795","8676","2","634","88","153","1698","-88","210","0","2395","250","",""
"2019-12-13","27","15728","0","2540","5797","8870","-10","583","42","127","1446","-164","640","0","2406","522","",""
"2019-12-13","28","15757","0","2387","5828","8990","-10","582","0","111","1442","-106","654","0","2409","526","",""
"2019-12-13","29","15345","0","2302","5962","8820","36","597","0","122","1414","32","936","58","2415","744","",""
"2019-12-13","30","15626","0","2277","6020","8698","-10","609","0","118","1416","-40","944","68","2408","746","",""
"2019-12-13","31","16327","0","2149","6027","8825","-12","637","0","121","1980","-184","500","-46","2451","354","",""
"2019-12-13","32","16849","0","2176","6039","9013","392","648","0","145","2000","-280","486","-56","2448","344","",""
"2019-12-13","33","16940","0","2367","6039","8998","844","939","0","170","1950","-262","874","-208","2433","886","",""
"2019-12-13","34","17794","0","2515","6039","9040","1220","948","0","211","1950","-410","884","-310","2443","900","",""
"2019-12-13","35","18070","0","2517","6044","8983","1214","990","69","251","1998","-456","998","-458","2442","1000","",""
"2019-12-13","36","18127","0","2489","6044","8679","1250","991","89","252","1998","-456","1000","-536","2446","1000","",""
"2019-12-13","37","17527","0","2461","6048","8736","1180","990","18","212","1998","-444","1000","-536","2456","1000","",""
"2019-12-13","38","17147","0","2307","6033","8823","1150","990","0","208","2000","-444","1000","-438","2460","1000","",""
"2019-12-13","39","16285","0","2039","6039","9042","614","961","0","180","1998","-300","1058","-274","2458","1000","",""
"2019-12-13","40","15309","0","1819","6039","9149","614","949","0","163","1998","-162","1058","-134","2460","1000","",""
"2019-12-13","41","14959","0","1683","6040","9001","338","755","0","160","1860","0","1058","16","2456","844","",""
"2019-12-13","42","13823","0","1413","6035","9373","-10","689","0","153","1858","78","1058","166","2455","844","",""
"2019-12-13","43","11959","0","1082","6037","9245","24","615","0","167","1748","110","1058","332","2450","998","",""
"2019-12-13","44","10208","0","1018","6039","9288","-10","615","0","154","1748","110","1058","466","2436","1000","",""
"2019-12-13","45","8504","0","700","6035","9487","-10","559","0","152","1990","110","952","504","2429","952","",""
"2019-12-13","46","6899","0","681","6024","9547","-10","535","0","168","1988","106","950","504","2370","950","",""
"2019-12-13","47","6072","0","701","5963","9328","104","514","0","178","1518","82","760","504","2422","758","",""
"2019-12-13","48","5195","0","713","5850","9130","-16","541","0","150","1504","82","758","504","2452","758","",""
"2019-12-14","1","4821","0","759","5814","9026","-134","520","0","150","1504","82","758","504","2455","756","",""
"2019-12-14","2","4443","0","732","5809","9354","-18","524","0","150","1504","82","758","504","2453","758","",""
"2019-12-14","3","4111","0","698","5809","9329","-380","524","0","151","1504","82","758","504","2440","758","",""
"2019-12-14","4","3916","0","698","5808","9320","-824","524","0","153","1504","82","758","504","2433","758","",""
"2019-12-14","5","3831","0","683","5814","9649","-1462","486","0","153","1504","82","318","504","2411","756","",""
"2019-12-14","6","3564","0","570","5853","9975","-1646","466","0","147","1504","82","306","504","2121","756","",""
"2019-12-14","7","3486","0","561","5998","9992","-1734","477","0","153","1504","82","312","504","1801","188","",""
"2019-12-14","8","2880","0","565","6036","10295","-1746","459","0","149","1502","82","312","504","1798","172","",""
"2019-12-14","9","2904","0","556","6041","10364","-1738","450","0","143","910","82","190","504","1957","172","",""
"2019-12-14","10","2848","0","553","6017","10366","-2064","456","0","146","896","82","182","504","2176","164","",""
"2019-12-14","11","2925","0","565","5965","10593","-1976","446","0","152","1316","82","-98","504","2356","-266","",""
"2019-12-14","12","2978","0","719","5966","10482","-1580","429","0","149","1328","82","-104","504","2420","-276","",""
"2019-12-14","13","3310","0","958","5965","10436","-1010","480","1","163","1502","82","-606","504","2430","526","",""
"2019-12-14","14","3499","0","1027","5968","10790","-572","521","1","150","1504","82","-662","504","2429","556","",""
"2019-12-14","15","4459","0","829","5970","10605","-254","492","1","154","1796","82","248","504","2082","788","",""
"2019-12-14","16","5096","0","892","5962","10889","-16","493","1","153","1800","82","262","504","2144","792","",""
"2019-12-14","17","5191","0","1004","5959","11529","-12","626","1","155","1898","82","928","504","2424","950","",""
"2019-12-14","18","5995","0","1207","5954","11656","192","647","1","156","1898","82","952","504","2436","950","",""
"2019-12-14","19","7109","0","1212","5952","11543","308","654","1","172","1998","82","1056","454","2440","1000","",""
"2019-12-14","20","7793","0","1122","5956","11507","290","649","1","141","2000","82","1058","502","2439","1000","",""
"2019-12-14","21","7967","0","1097","5955","11569","290","652","1","149","1998","82","1058","504","2438","1000","",""
"2019-12-14","22","7831","0","1024","5958","11679","290","652","1","151","1998","82","1058","504","2431","1000","",""
"2019-12-14","23","7632","0","1141","5858","11662","-4","659","1","151","1998","82","1002","504","2433","1000","",""
"2019-12-14","24","7424","0","1024","5738","11749","-10","610","1","149","1998","64","1000","434","2436","1000","",""
"2019-12-14","25","7400","0","1000","5730","11652","-10","585","1","131","1998","60","1000","282","2436","1000","",""
"2019-12-14","26","7400","0","933","5728","11474","-10","613","1","118","1998","44","1000","168","2443","998","",""
"2019-12-14","27","7475","0","1036","5729","11530","-12","604","1","141","1998","-52","980","22","2436","1000","",""
"2019-12-14","28","7759","0","1016","5733","11446","-12","596","1","150","1998","-100","980","0","2425","1000","",""
