,Business Type,Power System Resource  Type,Settlement Date,Settlement Period,Quantity,Resolution
19638,Solar generation,Solar,2016-02-27,18,1083.0,PT30M
19639,Wind generation,Wind Offshore,2016-02-27,18,1313.346,PT30M
19640,Wind generation,Wind Onshore,2016-02-27,18,772.52,PT30M
19641,Solar generation,Solar,2016-02-27,19,1404.0,PT30M
19642,Wind generation,Wind Offshore,2016-02-27,19,1393.835,PT30M
19643,Wind generation,Wind Onshore,2016-02-27,19,785.956,PT30M
19644,Solar generation,Solar,2016-02-27,20,1724.0,PT30M
19645,Wind generation,Wind Offshore,2016-02-27,20,1393.835,PT30M
19646,Wind generation,Wind Onshore,2016-02-27,20,785.956,PT30M
19647,Solar generation,Solar,2016-02-27,21,2000.0,PT30M
19648,Wind generation,Wind Offshore,2016-02-27,21,1438.64,PT30M
19649,Wind generation,Wind Onshore,2016-02-27,21,852.94,PT30M
19650,Solar generation,Solar,2016-02-27,22,2276.0,PT30M
19651,Wind generation,Wind Offshore,2016-02-27,22,1438.64,PT30M
19652,Wind generation,Wind Onshore,2016-02-27,22,852.94,PT30M
19653,Solar generation,Solar,2016-02-27,25,2724.0,PT30M
19654,Wind generation,Wind Offshore,2016-02-27,25,1524.876,PT30M
19655,Wind generation,Wind Onshore,2016-02-27,25,996.334,PT30M
19656,Solar generation,Solar,2016-02-27,26,2783.0,PT30M
19657,Wind generation,Wind Offshore,2016-02-27,26,1524.876,PT30M
19658,Wind generation,Wind Onshore,2016-02-27,26,996.334,PT30M
19659,Solar generation,Solar,2016-02-27,27,2686.0,PT30M
19660,Wind generation,Wind Offshore,2016-02-27,27,1568.63,PT30M
19661,Wind generation,Wind Onshore,2016-02-27,27,1002.9839999999999,PT30M
19662,Solar generation,Solar,2016-02-27,29,2383.0,PT30M
19663,Wind generation,Wind Offshore,2016-02-27,29,1621.531,PT30M
19664,Wind generation,Wind Onshore,2016-02-27,29,1007.873,PT30M
19665,Solar generation,Solar,2016-02-27,30,2177.0,PT30M
19666,Wind generation,Wind Offshore,2016-02-27,30,1621.531,PT30M
19667,Wind generation,Wind Onshore,2016-02-27,30,1007.873,PT30M
19668,Solar generation,Solar,2016-02-27,31,1898.0,PT30M
19669,Wind generation,Wind Offshore,2016-02-27,31,1680.148,PT30M
19670,Wind generation,Wind Onshore,2016-02-27,31,1016.582,PT30M
19671,Solar generation,Solar,2016-02-27,32,1618.0,PT30M
19672,Wind generation,Wind Offshore,2016-02-27,32,1680.148,PT30M
19673,Wind generation,Wind Onshore,2016-02-27,32,1016.582,PT30M
19674,Solar generation,Solar,2016-02-27,33,1262.0,PT30M
19675,Wind generation,Wind Offshore,2016-02-27,33,1773.5770000000002,PT30M
19676,Wind generation,Wind Onshore,2016-02-27,33,984.758,PT30M
19677,Solar generation,Solar,2016-02-27,34,905.0,PT30M
19678,Wind generation,Wind Offshore,2016-02-27,34,1773.5770000000002,PT30M
19679,Wind generation,Wind Onshore,2016-02-27,34,984.758,PT30M
19680,Solar generation,Solar,2016-02-27,39,0.0,PT30M
19681,Wind generation,Wind Offshore,2016-02-27,39,1959.545,PT30M
19682,Wind generation,Wind Onshore,2016-02-27,39,963.688,PT30M
19683,Solar generation,Solar,2016-02-27,40,0.0,PT30M
19684,Wind generation,Wind Offshore,2016-02-27,40,1959.545,PT30M
19685,Wind generation,Wind Onshore,2016-02-27,40,963.688,PT30M
19686,Solar generation,Solar,2016-02-27,41,0.0,PT30M
19687,Wind generation,Wind Offshore,2016-02-27,41,1987.8970000000002,PT30M
19688,Wind generation,Wind Onshore,2016-02-27,41,969.3560000000001,PT30M
19689,Solar generation,Solar,2016-02-27,44,0.0,PT30M
19690,Wind generation,Wind Offshore,2016-02-27,44,2014.66,PT30M
19691,Wind generation,Wind Onshore,2016-02-27,44,973.3510000000001,PT30M
19692,Solar generation,Solar,2016-02-27,45,0.0,PT30M
19693,Wind generation,Wind Offshore,2016-02-27,45,1972.184,PT30M
19694,Wind generation,Wind Onshore,2016-02-27,45,933.434,PT30M
19695,Solar generation,Solar,2016-02-27,46,0.0,PT30M
19696,Wind generation,Wind Offshore,2016-02-27,46,1972.184,PT30M
19697,Wind generation,Wind Onshore,2016-02-27,46,933.434,PT30M
19698,Solar generation,Solar,2016-02-27,47,0.0,PT30M
19699,Wind generation,Wind Offshore,2016-02-27,47,1931.546,PT30M
19700,Wind generation,Wind Onshore,2016-02-27,47,895.057,PT30M
19701,Solar generation,Solar,2016-02-27,48,0.0,PT30M
19702,Wind generation,Wind Offshore,2016-02-27,48,1931.546,PT30M
19703,Wind generation,Wind Onshore,2016-02-27,48,895.057,PT30M
19704,Solar generation,Solar,2016-02-28,1,0.0,PT30M
19705,Wind generation,Wind Offshore,2016-02-28,1,1683.01,PT30M
19706,Wind generation,Wind Onshore,2016-02-28,1,728.677,PT30M
19707,Solar generation,Solar,2016-02-28,2,0.0,PT30M
19708,Wind generation,Wind Offshore,2016-02-28,2,1683.01,PT30M
19709,Wind generation,Wind Onshore,2016-02-28,2,728.677,PT30M
19710,Solar generation,Solar,2016-02-28,3,0.0,PT30M
19711,Wind generation,Wind Offshore,2016-02-28,3,1677.608,PT30M
19712,Wind generation,Wind Onshore,2016-02-28,3,715.1239999999999,PT30M
19713,Solar generation,Solar,2016-02-28,4,0.0,PT30M
19714,Wind generation,Wind Offshore,2016-02-28,4,1677.608,PT30M
19715,Wind generation,Wind Onshore,2016-02-28,4,715.1239999999999,PT30M
19716,Solar generation,Solar,2016-02-28,5,0.0,PT30M
19717,Wind generation,Wind Offshore,2016-02-28,5,1650.339,PT30M
19718,Wind generation,Wind Onshore,2016-02-28,5,703.668,PT30M
19719,Solar generation,Solar,2016-02-28,6,0.0,PT30M
19720,Wind generation,Wind Offshore,2016-02-28,6,1650.339,PT30M
19721,Wind generation,Wind Onshore,2016-02-28,6,703.668,PT30M
19722,Solar generation,Solar,2016-02-28,7,0.0,PT30M
19723,Wind generation,Wind Offshore,2016-02-28,7,1630.0639999999999,PT30M
19724,Wind generation,Wind Onshore,2016-02-28,7,699.857,PT30M
19725,Solar generation,Solar,2016-02-28,8,0.0,PT30M
19726,Wind generation,Wind Offshore,2016-02-28,8,1630.0639999999999,PT30M
19727,Wind generation,Wind Onshore,2016-02-28,8,699.857,PT30M
19728,Solar generation,Solar,2016-02-28,9,0.0,PT30M
19729,Wind generation,Wind Offshore,2016-02-28,9,1623.2720000000002,PT30M
19730,Wind generation,Wind Onshore,2016-02-28,9,701.028,PT30M
19731,Solar generation,Solar,2016-02-28,10,0.0,PT30M
19732,Wind generation,Wind Offshore,2016-02-28,10,1623.2720000000002,PT30M
19733,Wind generation,Wind Onshore,2016-02-28,10,701.028,PT30M
19734,Solar generation,Solar,2016-02-28,11,0.0,PT30M
19735,Wind generation,Wind Offshore,2016-02-28,11,1606.5529999999999,PT30M
19736,Wind generation,Wind Onshore,2016-02-28,11,697.153,PT30M
19737,Solar generation,Solar,2016-02-28,12,0.0,PT30M
19738,Wind generation,Wind Offshore,2016-02-28,12,1606.5529999999999,PT30M
19739,Wind generation,Wind Onshore,2016-02-28,12,697.153,PT30M
19740,Solar generation,Solar,2016-02-28,13,5.0,PT30M
19741,Wind generation,Wind Offshore,2016-02-28,13,1583.994,PT30M
19742,Wind generation,Wind Onshore,2016-02-28,13,682.883,PT30M
19743,Solar generation,Solar,2016-02-28,14,9.0,PT30M
19744,Wind generation,Wind Offshore,2016-02-28,14,1583.994,PT30M
19745,Wind generation,Wind Onshore,2016-02-28,14,682.883,PT30M
19746,Solar generation,Solar,2016-02-28,15,186.0,PT30M
19747,Wind generation,Wind Offshore,2016-02-28,15,1537.02,PT30M
19748,Wind generation,Wind Onshore,2016-02-28,15,658.2489999999999,PT30M
19749,Solar generation,Solar,2016-02-28,16,363.0,PT30M
19750,Wind generation,Wind Offshore,2016-02-28,16,1537.02,PT30M
19751,Wind generation,Wind Onshore,2016-02-28,16,658.2489999999999,PT30M
19752,Solar generation,Solar,2016-02-28,17,694.0,PT30M
19753,Wind generation,Wind Offshore,2016-02-28,17,1509.5720000000001,PT30M
19754,Wind generation,Wind Onshore,2016-02-28,17,641.955,PT30M
19755,Solar generation,Solar,2016-02-28,18,1025.0,PT30M
19756,Wind generation,Wind Offshore,2016-02-28,18,1509.5720000000001,PT30M
19757,Wind generation,Wind Onshore,2016-02-28,18,641.955,PT30M
19758,Solar generation,Solar,2016-02-28,19,1356.0,PT30M
19759,Wind generation,Wind Offshore,2016-02-28,19,1502.776,PT30M
19760,Wind generation,Wind Onshore,2016-02-28,19,653.435,PT30M
19761,Solar generation,Solar,2016-02-28,20,1686.0,PT30M
19762,Wind generation,Wind Offshore,2016-02-28,20,1502.776,PT30M
19763,Wind generation,Wind Onshore,2016-02-28,20,653.435,PT30M
19764,Solar generation,Solar,2016-02-28,21,2011.0,PT30M
19765,Wind generation,Wind Offshore,2016-02-28,21,1527.4679999999998,PT30M
19766,Wind generation,Wind Onshore,2016-02-28,21,696.7560000000001,PT30M
19767,Solar generation,Solar,2016-02-28,22,2336.0,PT30M
19768,Wind generation,Wind Offshore,2016-02-28,22,1527.4679999999998,PT30M
19769,Wind generation,Wind Onshore,2016-02-28,22,696.7560000000001,PT30M
19770,Solar generation,Solar,2016-02-28,23,2597.0,PT30M
19771,Wind generation,Wind Offshore,2016-02-28,23,1507.335,PT30M
19772,Wind generation,Wind Onshore,2016-02-28,23,741.549,PT30M
19773,Solar generation,Solar,2016-02-28,24,2857.0,PT30M
19774,Wind generation,Wind Offshore,2016-02-28,24,1507.335,PT30M
19775,Wind generation,Wind Onshore,2016-02-28,24,741.549,PT30M
19776,Solar generation,Solar,2016-02-28,25,2963.0,PT30M
19777,Wind generation,Wind Offshore,2016-02-28,25,1492.5529999999999,PT30M
19778,Wind generation,Wind Onshore,2016-02-28,25,794.704,PT30M
19779,Solar generation,Solar,2016-02-28,26,3069.0,PT30M
19780,Wind generation,Wind Offshore,2016-02-28,26,1492.5529999999999,PT30M
19781,Wind generation,Wind Onshore,2016-02-28,26,794.704,PT30M
19782,Solar generation,Solar,2016-02-28,27,2987.0,PT30M
19783,Wind generation,Wind Offshore,2016-02-28,27,1533.9270000000001,PT30M
19784,Wind generation,Wind Onshore,2016-02-28,27,786.951,PT30M
19785,Solar generation,Solar,2016-02-28,28,2904.0,PT30M
19786,Wind generation,Wind Offshore,2016-02-28,28,1533.9270000000001,PT30M
19787,Wind generation,Wind Onshore,2016-02-28,28,786.951,PT30M
19788,Solar generation,Solar,2016-02-28,29,2697.0,PT30M
19789,Wind generation,Wind Offshore,2016-02-28,29,1556.54,PT30M
19790,Wind generation,Wind Onshore,2016-02-28,29,782.447,PT30M
19791,Solar generation,Solar,2016-02-28,30,2489.0,PT30M
19792,Wind generation,Wind Offshore,2016-02-28,30,1556.54,PT30M
19793,Wind generation,Wind Onshore,2016-02-28,30,782.447,PT30M
19794,Solar generation,Solar,2016-02-28,31,2185.0,PT30M
19795,Wind generation,Wind Offshore,2016-02-28,31,1587.7910000000002,PT30M
19796,Wind generation,Wind Onshore,2016-02-28,31,773.297,PT30M
19797,Solar generation,Solar,2016-02-28,32,1881.0,PT30M
19798,Wind generation,Wind Offshore,2016-02-28,32,1587.7910000000002,PT30M
19799,Wind generation,Wind Onshore,2016-02-28,32,773.297,PT30M
19800,Solar generation,Solar,2016-02-28,33,1475.0,PT30M
19801,Wind generation,Wind Offshore,2016-02-28,33,1642.79,PT30M
19802,Wind generation,Wind Onshore,2016-02-28,33,738.3689999999999,PT30M
19803,Solar generation,Solar,2016-02-28,34,1068.0,PT30M
19804,Wind generation,Wind Offshore,2016-02-28,34,1642.79,PT30M
19805,Wind generation,Wind Onshore,2016-02-28,34,738.3689999999999,PT30M
19806,Solar generation,Solar,2016-02-28,35,689.0,PT30M
19807,Wind generation,Wind Offshore,2016-02-28,35,1682.933,PT30M
19808,Wind generation,Wind Onshore,2016-02-28,35,714.923,PT30M
19809,Solar generation,Solar,2016-02-28,36,309.0,PT30M
19810,Wind generation,Wind Offshore,2016-02-28,36,1682.933,PT30M
19811,Wind generation,Wind Onshore,2016-02-28,36,714.923,PT30M
19812,Solar generation,Solar,2016-02-28,37,155.0,PT30M
19813,Wind generation,Wind Offshore,2016-02-28,37,1720.3529999999998,PT30M
19814,Wind generation,Wind Onshore,2016-02-28,37,708.32,PT30M
19815,Solar generation,Solar,2016-02-28,38,0.0,PT30M
19816,Wind generation,Wind Offshore,2016-02-28,38,1720.3529999999998,PT30M
19817,Wind generation,Wind Onshore,2016-02-28,38,708.32,PT30M
19818,Solar generation,Solar,2016-02-28,39,0.0,PT30M
19819,Wind generation,Wind Offshore,2016-02-28,39,1638.5079999999998,PT30M
19820,Wind generation,Wind Onshore,2016-02-28,39,769.623,PT30M
19821,Solar generation,Solar,2016-02-28,40,0.0,PT30M
19822,Wind generation,Wind Offshore,2016-02-28,40,1638.5079999999998,PT30M
19823,Wind generation,Wind Onshore,2016-02-28,40,769.623,PT30M
19824,Solar generation,Solar,2016-02-28,41,0.0,PT30M
19825,Wind generation,Wind Offshore,2016-02-28,41,1572.32,PT30M
19826,Wind generation,Wind Onshore,2016-02-28,41,829.387,PT30M
19827,Solar generation,Solar,2016-02-28,42,0.0,PT30M
19828,Wind generation,Wind Offshore,2016-02-28,42,1572.32,PT30M
19829,Wind generation,Wind Onshore,2016-02-28,42,829.387,PT30M
19830,Solar generation,Solar,2016-02-28,43,0.0,PT30M
19831,Wind generation,Wind Offshore,2016-02-28,43,1500.325,PT30M
19832,Wind generation,Wind Onshore,2016-02-28,43,902.822,PT30M
19833,Solar generation,Solar,2016-02-28,44,0.0,PT30M
19834,Wind generation,Wind Offshore,2016-02-28,44,1500.325,PT30M
19835,Wind generation,Wind Onshore,2016-02-28,44,902.822,PT30M
19836,Solar generation,Solar,2016-02-28,45,0.0,PT30M
19837,Wind generation,Wind Offshore,2016-02-28,45,1357.595,PT30M
19838,Wind generation,Wind Onshore,2016-02-28,45,1008.125,PT30M
19839,Solar generation,Solar,2016-02-28,46,0.0,PT30M
19840,Wind generation,Wind Offshore,2016-02-28,46,1357.595,PT30M
19841,Wind generation,Wind Onshore,2016-02-28,46,1008.125,PT30M
19842,Solar generation,Solar,2016-02-28,47,0.0,PT30M
19843,Wind generation,Wind Offshore,2016-02-28,47,1217.083,PT30M
19844,Wind generation,Wind Onshore,2016-02-28,47,1134.193,PT30M
19845,Solar generation,Solar,2016-02-28,48,0.0,PT30M
19846,Wind generation,Wind Offshore,2016-02-28,48,1217.083,PT30M
19847,Wind generation,Wind Onshore,2016-02-28,48,1134.193,PT30M
19848,Solar generation,Solar,2016-02-29,1,0.0,PT30M
19849,Wind generation,Wind Offshore,2016-02-29,1,1137.698,PT30M
19850,Wind generation,Wind Onshore,2016-02-29,1,1225.266,PT30M
19851,Solar generation,Solar,2016-02-29,2,0.0,PT30M
19852,Wind generation,Wind Offshore,2016-02-29,2,1137.698,PT30M
19853,Wind generation,Wind Onshore,2016-02-29,2,1225.266,PT30M
19854,Solar generation,Solar,2016-02-29,3,0.0,PT30M
19855,Wind generation,Wind Offshore,2016-02-29,3,1056.375,PT30M
19856,Wind generation,Wind Onshore,2016-02-29,3,1446.031,PT30M
19857,Solar generation,Solar,2016-02-29,4,0.0,PT30M
19858,Wind generation,Wind Offshore,2016-02-29,4,1056.375,PT30M
19859,Wind generation,Wind Onshore,2016-02-29,4,1446.031,PT30M
19860,Solar generation,Solar,2016-02-29,5,0.0,PT30M
19861,Wind generation,Wind Offshore,2016-02-29,5,1079.482,PT30M
19862,Wind generation,Wind Onshore,2016-02-29,5,1683.565,PT30M
19863,Solar generation,Solar,2016-02-29,6,0.0,PT30M
19864,Wind generation,Wind Offshore,2016-02-29,6,1079.482,PT30M
19865,Wind generation,Wind Onshore,2016-02-29,6,1683.565,PT30M
19866,Solar generation,Solar,2016-02-29,7,0.0,PT30M
19867,Wind generation,Wind Offshore,2016-02-29,7,1093.925,PT30M
19868,Wind generation,Wind Onshore,2016-02-29,7,1890.9620000000002,PT30M
19869,Solar generation,Solar,2016-02-29,8,0.0,PT30M
19870,Wind generation,Wind Offshore,2016-02-29,8,1093.925,PT30M
19871,Wind generation,Wind Onshore,2016-02-29,8,1890.9620000000002,PT30M
19872,Solar generation,Solar,2016-02-29,9,0.0,PT30M
19873,Wind generation,Wind Offshore,2016-02-29,9,1070.4589999999998,PT30M
19874,Wind generation,Wind Onshore,2016-02-29,9,2013.374,PT30M
19875,Solar generation,Solar,2016-02-29,10,0.0,PT30M
19876,Wind generation,Wind Offshore,2016-02-29,10,1070.4589999999998,PT30M
19877,Wind generation,Wind Onshore,2016-02-29,10,2013.374,PT30M
19878,Solar generation,Solar,2016-02-29,11,0.0,PT30M
19879,Wind generation,Wind Offshore,2016-02-29,11,1065.153,PT30M
19880,Wind generation,Wind Onshore,2016-02-29,11,2206.574,PT30M
19881,Solar generation,Solar,2016-02-29,12,0.0,PT30M
19882,Wind generation,Wind Offshore,2016-02-29,12,1065.153,PT30M
19883,Wind generation,Wind Onshore,2016-02-29,12,2206.574,PT30M
19884,Solar generation,Solar,2016-02-29,13,12.0,PT30M
19885,Wind generation,Wind Offshore,2016-02-29,13,1074.021,PT30M
19886,Wind generation,Wind Onshore,2016-02-29,13,2406.452,PT30M
19887,Solar generation,Solar,2016-02-29,22,2948.0,PT30M
19888,Wind generation,Wind Offshore,2016-02-29,22,948.7639999999999,PT30M
19889,Wind generation,Wind Onshore,2016-02-29,22,3531.5229999999997,PT30M
19890,Solar generation,Solar,2016-02-29,23,3217.0,PT30M
19891,Wind generation,Wind Offshore,2016-02-29,23,950.757,PT30M
19892,Wind generation,Wind Onshore,2016-02-29,23,3803.3920000000003,PT30M
19893,Solar generation,Solar,2016-02-29,24,3485.0,PT30M
19894,Wind generation,Wind Offshore,2016-02-29,24,950.757,PT30M
19895,Wind generation,Wind Onshore,2016-02-29,24,3803.3920000000003,PT30M
19896,Solar generation,Solar,2016-02-29,26,3561.0,PT30M
19897,Wind generation,Wind Offshore,2016-02-29,26,960.1669999999999,PT30M
19898,Wind generation,Wind Onshore,2016-02-29,26,4027.165,PT30M
19899,Solar generation,Solar,2016-02-29,27,3339.0,PT30M
19900,Wind generation,Wind Offshore,2016-02-29,27,956.6610000000001,PT30M
19901,Wind generation,Wind Onshore,2016-02-29,27,4107.238,PT30M
19902,Solar generation,Solar,2016-02-29,28,3117.0,PT30M
19903,Wind generation,Wind Offshore,2016-02-29,28,956.6610000000001,PT30M
19904,Wind generation,Wind Onshore,2016-02-29,28,4107.238,PT30M
19905,Solar generation,Solar,2016-02-29,31,2119.0,PT30M
19906,Wind generation,Wind Offshore,2016-02-29,31,990.324,PT30M
19907,Wind generation,Wind Onshore,2016-02-29,31,4229.46,PT30M
19908,Solar generation,Solar,2016-02-29,32,1773.0,PT30M
19909,Wind generation,Wind Offshore,2016-02-29,32,990.324,PT30M
19910,Wind generation,Wind Onshore,2016-02-29,32,4229.46,PT30M
19911,Solar generation,Solar,2016-02-29,44,0.0,PT30M
19912,Wind generation,Wind Offshore,2016-02-29,44,1788.759,PT30M
19913,Wind generation,Wind Onshore,2016-02-29,44,4533.568,PT30M
19914,Solar generation,Solar,2016-02-29,45,0.0,PT30M
19915,Wind generation,Wind Offshore,2016-02-29,45,1971.54,PT30M
19916,Wind generation,Wind Onshore,2016-02-29,45,4633.744000000001,PT30M
19917,Solar generation,Solar,2016-02-29,46,0.0,PT30M
19918,Wind generation,Wind Offshore,2016-02-29,46,1971.54,PT30M
19919,Wind generation,Wind Onshore,2016-02-29,46,4633.744000000001,PT30M
19920,Solar generation,Solar,2016-03-01,5,0.0,PT30M
19921,Wind generation,Wind Offshore,2016-03-01,5,3047.6809999999996,PT30M
19922,Wind generation,Wind Onshore,2016-03-01,5,5321.31,PT30M
19923,Solar generation,Solar,2016-03-01,6,0.0,PT30M
19924,Wind generation,Wind Offshore,2016-03-01,6,3047.6809999999996,PT30M
19925,Wind generation,Wind Onshore,2016-03-01,6,5321.31,PT30M
19926,Solar generation,Solar,2016-03-01,9,0.0,PT30M
19927,Wind generation,Wind Offshore,2016-03-01,9,3490.678,PT30M
19928,Wind generation,Wind Onshore,2016-03-01,9,5272.313,PT30M
19929,Solar generation,Solar,2016-03-01,23,890.0,PT30M
19930,Wind generation,Wind Offshore,2016-03-01,23,3883.0,PT30M
19931,Wind generation,Wind Onshore,2016-03-01,23,5055.995,PT30M
19932,Solar generation,Solar,2016-03-01,35,590.0,PT30M
19933,Wind generation,Wind Offshore,2016-03-01,35,3316.327,PT30M
19934,Wind generation,Wind Onshore,2016-03-01,35,4662.956,PT30M
19935,Solar generation,Solar,2016-03-01,36,275.0,PT30M
19936,Wind generation,Wind Offshore,2016-03-01,36,3316.327,PT30M
19937,Wind generation,Wind Onshore,2016-03-01,36,4662.956,PT30M
19938,Solar generation,Solar,2016-03-01,37,138.0,PT30M
19939,Wind generation,Wind Offshore,2016-03-01,37,3214.011,PT30M
19940,Wind generation,Wind Onshore,2016-03-01,37,4577.035,PT30M
19941,Solar generation,Solar,2016-03-01,38,1.0,PT30M
19942,Wind generation,Wind Offshore,2016-03-01,38,3214.011,PT30M
19943,Wind generation,Wind Onshore,2016-03-01,38,4577.035,PT30M
19944,Solar generation,Solar,2016-03-01,39,1.0,PT30M
19945,Wind generation,Wind Offshore,2016-03-01,39,3269.327,PT30M
19946,Wind generation,Wind Onshore,2016-03-01,39,4478.7570000000005,PT30M
19947,Solar generation,Solar,2016-03-01,40,0.0,PT30M
19948,Wind generation,Wind Offshore,2016-03-01,40,3269.327,PT30M
19949,Wind generation,Wind Onshore,2016-03-01,40,4478.7570000000005,PT30M
19950,Solar generation,Solar,2016-03-01,41,0.0,PT30M
19951,Wind generation,Wind Offshore,2016-03-01,41,3331.235,PT30M
19952,Wind generation,Wind Onshore,2016-03-01,41,4388.5109999999995,PT30M
19953,Solar generation,Solar,2016-03-01,42,0.0,PT30M
19954,Wind generation,Wind Offshore,2016-03-01,42,3331.235,PT30M
19955,Wind generation,Wind Onshore,2016-03-01,42,4388.5109999999995,PT30M
19956,Solar generation,Solar,2016-03-01,43,0.0,PT30M
19957,Wind generation,Wind Offshore,2016-03-01,43,3397.7709999999997,PT30M
19958,Wind generation,Wind Onshore,2016-03-01,43,4260.981,PT30M
19959,Solar generation,Solar,2016-03-01,44,0.0,PT30M
19960,Wind generation,Wind Offshore,2016-03-01,44,3397.7709999999997,PT30M
19961,Wind generation,Wind Onshore,2016-03-01,44,4260.981,PT30M
19962,Solar generation,Solar,2016-03-01,45,0.0,PT30M
19963,Wind generation,Wind Offshore,2016-03-01,45,3530.67,PT30M
19964,Wind generation,Wind Onshore,2016-03-01,45,4203.88,PT30M
19965,Solar generation,Solar,2016-03-01,46,0.0,PT30M
19966,Wind generation,Wind Offshore,2016-03-01,46,3530.67,PT30M
19967,Wind generation,Wind Onshore,2016-03-01,46,4203.88,PT30M
19968,Solar generation,Solar,2016-03-01,47,0.0,PT30M
19969,Wind generation,Wind Offshore,2016-03-01,47,3648.281,PT30M
19970,Wind generation,Wind Onshore,2016-03-01,47,4130.912,PT30M
19971,Solar generation,Solar,2016-03-01,48,0.0,PT30M
19972,Wind generation,Wind Offshore,2016-03-01,48,3648.281,PT30M
19973,Wind generation,Wind Onshore,2016-03-01,48,4130.912,PT30M
19974,Solar generation,Solar,2016-03-02,1,0.0,PT30M
19975,Wind generation,Wind Offshore,2016-03-02,1,3577.178,PT30M
19976,Wind generation,Wind Onshore,2016-03-02,1,4537.589,PT30M
19977,Solar generation,Solar,2016-03-02,2,0.0,PT30M
19978,Wind generation,Wind Offshore,2016-03-02,2,3577.178,PT30M
19979,Wind generation,Wind Onshore,2016-03-02,2,4537.589,PT30M
19980,Solar generation,Solar,2016-03-02,3,0.0,PT30M
19981,Wind generation,Wind Offshore,2016-03-02,3,3448.8340000000003,PT30M
19982,Wind generation,Wind Onshore,2016-03-02,3,4325.544,PT30M
19983,Solar generation,Solar,2016-03-02,4,0.0,PT30M
19984,Wind generation,Wind Offshore,2016-03-02,4,3448.8340000000003,PT30M
19985,Wind generation,Wind Onshore,2016-03-02,4,4325.544,PT30M
19986,Solar generation,Solar,2016-03-02,5,0.0,PT30M
19987,Wind generation,Wind Offshore,2016-03-02,5,3380.837,PT30M
19988,Wind generation,Wind Onshore,2016-03-02,5,4040.2709999999997,PT30M
19989,Solar generation,Solar,2016-03-02,6,0.0,PT30M
19990,Wind generation,Wind Offshore,2016-03-02,6,3380.837,PT30M
19991,Wind generation,Wind Onshore,2016-03-02,6,4040.2709999999997,PT30M
19992,Solar generation,Solar,2016-03-02,7,0.0,PT30M
19993,Wind generation,Wind Offshore,2016-03-02,7,3358.722,PT30M
19994,Wind generation,Wind Onshore,2016-03-02,7,3721.632,PT30M
19995,Solar generation,Solar,2016-03-02,8,0.0,PT30M
19996,Wind generation,Wind Offshore,2016-03-02,8,3358.722,PT30M
19997,Wind generation,Wind Onshore,2016-03-02,8,3721.632,PT30M
19998,Solar generation,Solar,2016-03-02,13,21.0,PT30M
19999,Wind generation,Wind Offshore,2016-03-02,13,3781.364,PT30M
20000,Wind generation,Wind Onshore,2016-03-02,13,3082.9509999999996,PT30M
20001,Solar generation,Solar,2016-03-02,14,42.0,PT30M
20002,Wind generation,Wind Offshore,2016-03-02,14,3781.364,PT30M
20003,Wind generation,Wind Onshore,2016-03-02,14,3082.9509999999996,PT30M
20004,Solar generation,Solar,2016-03-02,15,258.0,PT30M
20005,Wind generation,Wind Offshore,2016-03-02,15,3821.0879999999997,PT30M
20006,Wind generation,Wind Onshore,2016-03-02,15,3194.761,PT30M
20007,Solar generation,Solar,2016-03-02,16,474.0,PT30M
20008,Wind generation,Wind Offshore,2016-03-02,16,3821.0879999999997,PT30M
20009,Wind generation,Wind Onshore,2016-03-02,16,3194.761,PT30M
20010,Solar generation,Solar,2016-03-02,17,844.0,PT30M
20011,Wind generation,Wind Offshore,2016-03-02,17,3795.093,PT30M
20012,Wind generation,Wind Onshore,2016-03-02,17,3319.9120000000003,PT30M
20013,Solar generation,Solar,2016-03-02,18,1213.0,PT30M
20014,Wind generation,Wind Offshore,2016-03-02,18,3795.093,PT30M
20015,Wind generation,Wind Onshore,2016-03-02,18,3319.9120000000003,PT30M
20016,Solar generation,Solar,2016-03-02,19,1488.0,PT30M
20017,Wind generation,Wind Offshore,2016-03-02,19,3771.465,PT30M
20018,Wind generation,Wind Onshore,2016-03-02,19,3515.137,PT30M
20019,Solar generation,Solar,2016-03-02,20,1762.0,PT30M
20020,Wind generation,Wind Offshore,2016-03-02,20,3771.465,PT30M
20021,Wind generation,Wind Onshore,2016-03-02,20,3515.137,PT30M
20022,Solar generation,Solar,2016-03-02,21,1932.0,PT30M
20023,Wind generation,Wind Offshore,2016-03-02,21,3751.323,PT30M
20024,Wind generation,Wind Onshore,2016-03-02,21,3795.514,PT30M
20025,Solar generation,Solar,2016-03-02,22,2102.0,PT30M
20026,Wind generation,Wind Offshore,2016-03-02,22,3751.323,PT30M
20027,Wind generation,Wind Onshore,2016-03-02,22,3795.514,PT30M
20028,Solar generation,Solar,2016-03-02,23,2172.0,PT30M
20029,Wind generation,Wind Offshore,2016-03-02,23,3718.531,PT30M
20030,Wind generation,Wind Onshore,2016-03-02,23,4116.135,PT30M
20031,Solar generation,Solar,2016-03-02,24,2241.0,PT30M
20032,Wind generation,Wind Offshore,2016-03-02,24,3718.531,PT30M
20033,Wind generation,Wind Onshore,2016-03-02,24,4116.135,PT30M
20034,Solar generation,Solar,2016-03-02,25,2339.0,PT30M
20035,Wind generation,Wind Offshore,2016-03-02,25,3628.235,PT30M
20036,Wind generation,Wind Onshore,2016-03-02,25,4329.624,PT30M
