,RecordType,SettlementDate,SettlementPeriod,Zone,TimePublished,Quantity
46,DANF,20190519,47,N,20190519214500,24387
47,DANF,20190519,48,N,20190519221600,22900
0,DANF,20190520,1,N,20190519224500,21900
1,DANF,20190520,2,N,20190519231500,21372
2,DANF,20190520,3,N,20190519234500,21300
3,DANF,20190520,4,N,20190520001500,21400
4,DANF,20190520,5,N,20190520004500,21077
5,DANF,20190520,6,N,20190520011500,20807
6,DANF,20190520,7,N,20190520014500,20630
7,DANF,20190520,8,N,20190520021500,20626
8,DANF,20190520,9,N,20190520024500,20669
9,DANF,20190520,10,N,20190520031500,20500
10,DANF,20190520,11,N,20190520034600,20890
11,DANF,20190520,12,N,20190520041500,21897
12,DANF,20190520,13,N,20190520044600,24617
13,DANF,20190520,14,N,20190520051500,27146
14,DANF,20190520,15,N,20190520054500,30086
15,DANF,20190520,16,N,20190520061600,31491
16,DANF,20190520,17,N,20190520064500,32000
17,DANF,20190520,18,N,20190520071700,31349
18,DANF,20190520,19,N,20190520071700,31000
19,DANF,20190520,20,N,20190520081600,30550
20,DANF,20190520,21,N,20190520084500,30372
21,DANF,20190520,22,N,20190520091500,30200
22,DANF,20190520,23,N,20190520094500,30060
23,DANF,20190520,24,N,20190520101600,29866
24,DANF,20190520,25,N,20190520104600,29114
25,DANF,20190520,26,N,20190520111600,28881
26,DANF,20190520,27,N,20190520114600,28682
27,DANF,20190520,28,N,20190520121600,28500
28,DANF,20190520,29,N,20190520124500,28598
29,DANF,20190520,30,N,20190520131500,28566
30,DANF,20190520,31,N,20190520134500,28652
31,DANF,20190520,32,N,20190520141500,29374
32,DANF,20190520,33,N,20190520144600,30372
33,DANF,20190520,34,N,20190520151500,31375
34,DANF,20190520,35,N,20190520154500,32159
35,DANF,20190520,36,N,20190520161500,32569
36,DANF,20190520,37,N,20190520164500,32685
37,DANF,20190520,38,N,20190520171500,32952
38,DANF,20190520,39,N,20190520174500,33000
39,DANF,20190520,40,N,20190520181500,32842
40,DANF,20190520,41,N,20190520184500,32488
41,DANF,20190520,42,N,20190520191500,32200
42,DANF,20190520,43,N,20190520194500,32000
43,DANF,20190520,44,N,20190520201500,31543
44,DANF,20190520,45,N,20190520204500,29865
45,DANF,20190520,46,N,20190520211700,27706
46,DANF,20190520,47,N,20190520214500,25604
47,DANF,20190520,48,N,20190520221600,24100
0,DANF,20190521,1,N,20190520224500,23300
1,DANF,20190521,2,N,20190520231500,21777
2,DANF,20190521,3,N,20190520234500,21700
3,DANF,20190521,4,N,20190521001500,21900
4,DANF,20190521,5,N,20190521004500,21701
5,DANF,20190521,6,N,20190521011500,21288
6,DANF,20190521,7,N,20190521014500,20979
7,DANF,20190521,8,N,20190521021600,20808
8,DANF,20190521,9,N,20190521024500,20900
9,DANF,20190521,10,N,20190521031500,21107
10,DANF,20190521,11,N,20190521034600,21370
11,DANF,20190521,12,N,20190521041500,21939
12,DANF,20190521,13,N,20190521044500,24509
13,DANF,20190521,14,N,20190521051500,26937
14,DANF,20190521,15,N,20190521054600,29346
15,DANF,20190521,16,N,20190521061600,30100
16,DANF,20190521,17,N,20190521064600,29746
17,DANF,20190521,18,N,20190521071600,28755
18,DANF,20190521,19,N,20190521071600,28100
19,DANF,20190521,20,N,20190521081600,27680
20,DANF,20190521,21,N,20190521084500,27089
21,DANF,20190521,22,N,20190521091500,26800
22,DANF,20190521,23,N,20190521094500,26657
23,DANF,20190521,24,N,20190521101500,26703
24,DANF,20190521,25,N,20190521104600,26690
25,DANF,20190521,26,N,20190521111600,26418
26,DANF,20190521,27,N,20190521114600,26149
27,DANF,20190521,28,N,20190521121500,26000
28,DANF,20190521,29,N,20190521124600,26024
29,DANF,20190521,30,N,20190521131500,26058
30,DANF,20190521,31,N,20190521134600,26280
31,DANF,20190521,32,N,20190521141600,27202
32,DANF,20190521,33,N,20190521144600,28228
33,DANF,20190521,34,N,20190521151500,29348
34,DANF,20190521,35,N,20190521154500,30037
35,DANF,20190521,36,N,20190521161600,30443
36,DANF,20190521,37,N,20190521164600,31186
37,DANF,20190521,38,N,20190521171500,31822
38,DANF,20190521,39,N,20190521174500,32200
39,DANF,20190521,40,N,20190521181600,32427
40,DANF,20190521,41,N,20190521184500,32255
41,DANF,20190521,42,N,20190521191500,32000
42,DANF,20190521,43,N,20190521194600,31800
43,DANF,20190521,44,N,20190521201600,31074
44,DANF,20190521,45,N,20190521204600,29565
45,DANF,20190521,46,N,20190521211600,27736
46,DANF,20190521,47,N,20190521214600,25744
47,DANF,20190521,48,N,20190521221600,24300
0,DANF,20190522,1,N,20190521224500,23200
1,DANF,20190522,2,N,20190521231500,22252
2,DANF,20190522,3,N,20190521234500,21800
3,DANF,20190522,4,N,20190522001600,21900
4,DANF,20190522,5,N,20190522004500,21673
5,DANF,20190522,6,N,20190522011500,21378
6,DANF,20190522,7,N,20190522014500,21203
7,DANF,20190522,8,N,20190522021500,21133
8,DANF,20190522,9,N,20190522024500,21165
9,DANF,20190522,10,N,20190522031500,21000
10,DANF,20190522,11,N,20190522034600,21137
11,DANF,20190522,12,N,20190522041500,21856
12,DANF,20190522,13,N,20190522044500,24227
13,DANF,20190522,14,N,20190522051500,26520
14,DANF,20190522,15,N,20190522054600,29169
15,DANF,20190522,16,N,20190522061500,30060
16,DANF,20190522,17,N,20190522064600,30300
17,DANF,20190522,18,N,20190522071500,29663
18,DANF,20190522,19,N,20190522071500,29300
19,DANF,20190522,20,N,20190522081500,29054
20,DANF,20190522,21,N,20190522084500,28573
21,DANF,20190522,22,N,20190522091500,28000
22,DANF,20190522,23,N,20190522141300,27936
23,DANF,20190522,24,N,20190522142000,27959
24,DANF,20190522,25,N,20190522142200,28004
25,DANF,20190522,26,N,20190522142500,27790
26,DANF,20190522,27,N,20190522142700,27541
27,DANF,20190522,28,N,20190522143000,27402
28,DANF,20190522,29,N,20190522143300,27426
29,DANF,20190522,30,N,20190522143500,27463
30,DANF,20190522,31,N,20190522143800,27400
31,DANF,20190522,32,N,20190522143800,28109
32,DANF,20190522,33,N,20190522144500,29117
33,DANF,20190522,34,N,20190522151500,30263
34,DANF,20190522,35,N,20190522154500,30938
35,DANF,20190522,36,N,20190522161500,31468
36,DANF,20190522,37,N,20190522164500,31654
37,DANF,20190522,38,N,20190522171500,31700
38,DANF,20190522,39,N,20190522174500,31671
39,DANF,20190522,40,N,20190522181500,31618
40,DANF,20190522,41,N,20190522184500,31449
41,DANF,20190522,42,N,20190522191500,31200
42,DANF,20190522,43,N,20190522194500,31000
43,DANF,20190522,44,N,20190522201500,30424
44,DANF,20190522,45,N,20190522204500,29197
45,DANF,20190522,46,N,20190522211500,27198
46,DANF,20190522,47,N,20190522214500,25023
47,DANF,20190522,48,N,20190522221500,23700
0,DANF,20190523,1,N,20190522224500,21900
1,DANF,20190523,2,N,20190522231500,21300
2,DANF,20190523,3,N,20190522234500,21470
3,DANF,20190523,4,N,20190523001500,21400
4,DANF,20190523,5,N,20190523004500,21185
5,DANF,20190523,6,N,20190523011500,20931
6,DANF,20190523,7,N,20190523014500,20754
7,DANF,20190523,8,N,20190523021500,20652
8,DANF,20190523,9,N,20190523024500,20669
9,DANF,20190523,10,N,20190523031500,20600
10,DANF,20190523,11,N,20190523034500,20950
11,DANF,20190523,12,N,20190523041500,21862
12,DANF,20190523,13,N,20190523044500,24071
13,DANF,20190523,14,N,20190523051500,26368
14,DANF,20190523,15,N,20190523054500,28479
15,DANF,20190523,16,N,20190523061500,28856
16,DANF,20190523,17,N,20190523064500,29300
17,DANF,20190523,18,N,20190523071500,29219
18,DANF,20190523,19,N,20190523071500,28700
19,DANF,20190523,20,N,20190523081500,28216
20,DANF,20190523,21,N,20190523084500,27367
21,DANF,20190523,22,N,20190523091500,26800
22,DANF,20190523,23,N,20190523094500,26596
23,DANF,20190523,24,N,20190523101500,26609
24,DANF,20190523,25,N,20190523104500,26696
25,DANF,20190523,26,N,20190523111500,26519
26,DANF,20190523,27,N,20190523114500,26253
27,DANF,20190523,28,N,20190523121500,26033
28,DANF,20190523,29,N,20190523124500,25887
29,DANF,20190523,30,N,20190523131500,25800
30,DANF,20190523,31,N,20190523134500,25948
31,DANF,20190523,32,N,20190523141500,26579
32,DANF,20190523,33,N,20190523144500,27513
33,DANF,20190523,34,N,20190523151500,28538
34,DANF,20190523,35,N,20190523154500,29546
35,DANF,20190523,36,N,20190523161500,30214
36,DANF,20190523,37,N,20190523164500,30670
37,DANF,20190523,38,N,20190523171500,30944
38,DANF,20190523,39,N,20190523174500,31000
39,DANF,20190523,40,N,20190523181500,30888
40,DANF,20190523,41,N,20190523184500,30500
41,DANF,20190523,42,N,20190523191500,30501
42,DANF,20190523,43,N,20190523194500,30000
43,DANF,20190523,44,N,20190523201500,29631
44,DANF,20190523,45,N,20190523204500,28405
45,DANF,20190523,46,N,20190523211500,26639
46,DANF,20190523,47,N,20190523214500,24651
47,DANF,20190523,48,N,20190523221500,23000
0,DANF,20190524,1,N,20190523224500,21500
1,DANF,20190524,2,N,20190523231500,21090
2,DANF,20190524,3,N,20190523234500,21000
3,DANF,20190524,4,N,20190524001500,21100
4,DANF,20190524,5,N,20190524004500,20942
5,DANF,20190524,6,N,20190524011500,20710
6,DANF,20190524,7,N,20190524014500,20421
7,DANF,20190524,8,N,20190524021500,20279
8,DANF,20190524,9,N,20190524024500,20255
9,DANF,20190524,10,N,20190524031500,20200
10,DANF,20190524,11,N,20190524034500,20390
11,DANF,20190524,12,N,20190524041500,21044
12,DANF,20190524,13,N,20190524044500,23226
13,DANF,20190524,14,N,20190524051500,25234
14,DANF,20190524,15,N,20190524054500,27364
15,DANF,20190524,16,N,20190524061500,28090
16,DANF,20190524,17,N,20190524064500,28400
17,DANF,20190524,18,N,20190524071500,27915
18,DANF,20190524,19,N,20190524071500,27600
19,DANF,20190524,20,N,20190524081500,27399
20,DANF,20190524,21,N,20190524084500,27229
21,DANF,20190524,22,N,20190524091500,27200
22,DANF,20190524,23,N,20190524094500,26986
23,DANF,20190524,24,N,20190524101500,26788
24,DANF,20190524,25,N,20190524104500,27421
25,DANF,20190524,26,N,20190524111500,26538
26,DANF,20190524,27,N,20190524114500,26364
27,DANF,20190524,28,N,20190524121500,26100
28,DANF,20190524,29,N,20190524124500,26099
29,DANF,20190524,30,N,20190524131500,26133
30,DANF,20190524,31,N,20190524134500,26185
31,DANF,20190524,32,N,20190524141500,26534
32,DANF,20190524,33,N,20190524144500,27156
33,DANF,20190524,34,N,20190524151500,27958
34,DANF,20190524,35,N,20190524154500,28713
35,DANF,20190524,36,N,20190524161500,29478
36,DANF,20190524,37,N,20190524164500,29712
37,DANF,20190524,38,N,20190524171500,30183
38,DANF,20190524,39,N,20190524174500,30200
39,DANF,20190524,40,N,20190524181500,30206
40,DANF,20190524,41,N,20190524184500,29748
41,DANF,20190524,42,N,20190524191500,29300
42,DANF,20190524,43,N,20190524194500,29500
43,DANF,20190524,44,N,20190524201500,29452
44,DANF,20190524,45,N,20190524204500,28640
45,DANF,20190524,46,N,20190524211500,27176
46,DANF,20190524,47,N,20190524214500,25380
47,DANF,20190524,48,N,20190524221500,23700
0,DANF,20190525,1,N,20190524224500,22900
1,DANF,20190525,2,N,20190524231500,21940
2,DANF,20190525,3,N,20190524234500,21300
3,DANF,20190525,4,N,20190525001500,21000
4,DANF,20190525,5,N,20190525004500,20614
5,DANF,20190525,6,N,20190525011500,20091
6,DANF,20190525,7,N,20190525014500,19829
7,DANF,20190525,8,N,20190525021500,19645
8,DANF,20190525,9,N,20190525024500,19359
9,DANF,20190525,10,N,20190525031500,18911
10,DANF,20190525,11,N,20190525034500,18900
11,DANF,20190525,12,N,20190525041500,19100
12,DANF,20190525,13,N,20190525044500,19994
13,DANF,20190525,14,N,20190525051500,20791
14,DANF,20190525,15,N,20190525054500,21942
15,DANF,20190525,16,N,20190525061500,22969
16,DANF,20190525,17,N,20190525064500,24169
17,DANF,20190525,18,N,20190525071500,24800
18,DANF,20190525,19,N,20190525071500,25200
19,DANF,20190525,20,N,20190525081500,25192
20,DANF,20190525,21,N,20190525084500,25061
21,DANF,20190525,22,N,20190525091500,24000
22,DANF,20190525,23,N,20190525094500,23718
23,DANF,20190525,24,N,20190525101500,23589
24,DANF,20190525,25,N,20190525104500,23458
25,DANF,20190525,26,N,20190525111500,23128
26,DANF,20190525,27,N,20190525114500,22744
27,DANF,20190525,28,N,20190525121500,22513
28,DANF,20190525,29,N,20190525124500,22300
29,DANF,20190525,30,N,20190525131500,22345
30,DANF,20190525,31,N,20190525134500,22346
31,DANF,20190525,32,N,20190525141500,22566
32,DANF,20190525,33,N,20190525144500,23137
33,DANF,20190525,34,N,20190525151500,24000
34,DANF,20190525,35,N,20190525154500,25038
35,DANF,20190525,36,N,20190525161500,25727
36,DANF,20190525,37,N,20190525164500,26236
37,DANF,20190525,38,N,20190525171500,26592
38,DANF,20190525,39,N,20190525174500,27000
39,DANF,20190525,40,N,20190525181500,27504
40,DANF,20190525,41,N,20190525184500,26875
41,DANF,20190525,42,N,20190525191500,26600
42,DANF,20190525,43,N,20190525194500,26585
43,DANF,20190525,44,N,20190525201500,26800
44,DANF,20190525,45,N,20190525204500,26368
45,DANF,20190525,46,N,20190525211500,25166
46,DANF,20190525,47,N,20190525214500,23491
47,DANF,20190525,48,N,20190525221500,22000
0,DANF,20190526,1,N,20190525224500,21000
1,DANF,20190526,2,N,20190525231500,20258
2,DANF,20190526,3,N,20190525234500,19600
3,DANF,20190526,4,N,20190526001500,19400
4,DANF,20190526,5,N,20190526004500,19162
5,DANF,20190526,6,N,20190526011500,18695
6,DANF,20190526,7,N,20190526014500,18311
7,DANF,20190526,8,N,20190526021500,18149
8,DANF,20190526,9,N,20190526024500,17822
9,DANF,20190526,10,N,20190526031500,17355
10,DANF,20190526,11,N,20190526034500,17092
11,DANF,20190526,12,N,20190526041500,17000
12,DANF,20190526,13,N,20190526044500,17640
13,DANF,20190526,14,N,20190526051500,17917
14,DANF,20190526,15,N,20190526054500,19086
15,DANF,20190526,16,N,20190526061500,19912
16,DANF,20190526,17,N,20190526064500,21097
17,DANF,20190526,18,N,20190526071500,22000
18,DANF,20190526,19,N,20190526071500,23339
19,DANF,20190526,20,N,20190526081500,23704
20,DANF,20190526,21,N,20190526084500,24100
21,DANF,20190526,22,N,20190526091500,25100
22,DANF,20190526,23,N,20190526094500,25032
23,DANF,20190526,24,N,20190526101500,24863
24,DANF,20190526,25,N,20190526104500,23000
25,DANF,20190526,26,N,20190526111500,22970
26,DANF,20190526,27,N,20190526114500,22757
27,DANF,20190526,28,N,20190526121500,22514
28,DANF,20190526,29,N,20190526124500,22500
29,DANF,20190526,30,N,20190526131500,22604
30,DANF,20190526,31,N,20190526134500,22555
31,DANF,20190526,32,N,20190526141600,22578
32,DANF,20190526,33,N,20190526144500,22946
33,DANF,20190526,34,N,20190526151500,23462
34,DANF,20190526,35,N,20190526154500,24038
35,DANF,20190526,36,N,20190526161500,24261
36,DANF,20190526,37,N,20190526164500,24447
37,DANF,20190526,38,N,20190526171500,24426
38,DANF,20190526,39,N,20190526174500,24500
39,DANF,20190526,40,N,20190526181500,25000
40,DANF,20190526,41,N,20190526184500,25166
41,DANF,20190526,42,N,20190526191500,25184
42,DANF,20190526,43,N,20190526194500,25100
43,DANF,20190526,44,N,20190526201500,24811
44,DANF,20190526,45,N,20190526204500,24230
45,DANF,20190526,46,N,20190526211500,22973
46,DANF,20190526,47,N,20190526214500,21546
47,DANF,20190526,48,N,20190526221500,20300
0,DANF,20190527,1,N,20190526224500,19500
1,DANF,20190527,2,N,20190526231500,19003
2,DANF,20190527,3,N,20190526234500,18900
3,DANF,20190527,4,N,20190527001500,18300
4,DANF,20190527,5,N,20190527004500,17968
5,DANF,20190527,6,N,20190527011500,17649
6,DANF,20190527,7,N,20190527014500,17427
7,DANF,20190527,8,N,20190527021500,17332
8,DANF,20190527,9,N,20190527024500,17275
9,DANF,20190527,10,N,20190527031500,16878
10,DANF,20190527,11,N,20190527034500,16800
11,DANF,20190527,12,N,20190527041500,16901
12,DANF,20190527,13,N,20190527044500,17742
13,DANF,20190527,14,N,20190527051500,18392
14,DANF,20190527,15,N,20190527054500,19329
15,DANF,20190527,16,N,20190527061500,20188
16,DANF,20190527,17,N,20190527064500,21298
17,DANF,20190527,18,N,20190527071500,22000
18,DANF,20190527,19,N,20190527071500,22749
19,DANF,20190527,20,N,20190527081500,22997
20,DANF,20190527,21,N,20190527084500,23100
21,DANF,20190527,22,N,20190527091500,23371
22,DANF,20190527,23,N,20190527094500,23337
23,DANF,20190527,24,N,20190527101500,23340
24,DANF,20190527,25,N,20190527104500,23400
25,DANF,20190527,26,N,20190527111500,23128
26,DANF,20190527,27,N,20190527114500,22863
27,DANF,20190527,28,N,20190527121500,22663
28,DANF,20190527,29,N,20190527124500,22600
29,DANF,20190527,30,N,20190527131500,22610
30,DANF,20190527,31,N,20190527134500,22788
31,DANF,20190527,32,N,20190527141500,23221
32,DANF,20190527,33,N,20190527144500,24075
33,DANF,20190527,34,N,20190527151500,25189
34,DANF,20190527,35,N,20190527154500,26431
35,DANF,20190527,36,N,20190527161500,27074
36,DANF,20190527,37,N,20190527164500,27714
37,DANF,20190527,38,N,20190527171500,28244
38,DANF,20190527,39,N,20190527174500,28300
39,DANF,20190527,40,N,20190527181500,28553
40,DANF,20190527,41,N,20190527184500,28500
41,DANF,20190527,42,N,20190527191500,28511
42,DANF,20190527,43,N,20190527194500,28581
43,DANF,20190527,44,N,20190527201500,28800
44,DANF,20190527,45,N,20190527204500,27839
45,DANF,20190527,46,N,20190527211500,26202
46,DANF,20190527,47,N,20190527214500,24193
47,DANF,20190527,48,N,20190527221500,22600
0,DANF,20190528,1,N,20190527224500,21800
1,DANF,20190528,2,N,20190527231500,20549
2,DANF,20190528,3,N,20190527234500,20300
3,DANF,20190528,4,N,20190528001500,20000
4,DANF,20190528,5,N,20190528004500,19891
5,DANF,20190528,6,N,20190528011500,19463
6,DANF,20190528,7,N,20190528014500,19163
7,DANF,20190528,8,N,20190528021500,19187
8,DANF,20190528,9,N,20190528024500,19145
9,DANF,20190528,10,N,20190528031500,18900
10,DANF,20190528,11,N,20190528034500,19318
11,DANF,20190528,12,N,20190528041500,20126
12,DANF,20190528,13,N,20190528044500,22304
13,DANF,20190528,14,N,20190528051500,24129
14,DANF,20190528,15,N,20190528054500,26513
15,DANF,20190528,16,N,20190528061500,28138
16,DANF,20190528,17,N,20190528064500,29513
17,DANF,20190528,18,N,20190528071500,30300
18,DANF,20190528,19,N,20190528071500,30100
19,DANF,20190528,20,N,20190528081500,30059
20,DANF,20190528,21,N,20190528084500,29680
21,DANF,20190528,22,N,20190528091500,29700
22,DANF,20190528,23,N,20190528094500,29438
23,DANF,20190528,24,N,20190528101500,29290
24,DANF,20190528,25,N,20190528104500,29246
25,DANF,20190528,26,N,20190528111500,28932
26,DANF,20190528,27,N,20190528114500,28917
27,DANF,20190528,28,N,20190528121500,28873
28,DANF,20190528,29,N,20190528124500,28751
29,DANF,20190528,30,N,20190528131500,28612
30,DANF,20190528,31,N,20190528134500,28600
31,DANF,20190528,32,N,20190528141500,28759
32,DANF,20190528,33,N,20190528144500,29167
33,DANF,20190528,34,N,20190528151500,29824
34,DANF,20190528,35,N,20190528154500,30471
35,DANF,20190528,36,N,20190528161500,31079
36,DANF,20190528,37,N,20190528164500,31461
37,DANF,20190528,38,N,20190528171500,31726
38,DANF,20190528,39,N,20190528174500,31800
39,DANF,20190528,40,N,20190528181500,31766
40,DANF,20190528,41,N,20190528184500,31413
41,DANF,20190528,42,N,20190528191500,31100
42,DANF,20190528,43,N,20190528194500,30900
43,DANF,20190528,44,N,20190528201500,30772
44,DANF,20190528,45,N,20190528204500,29647
45,DANF,20190528,46,N,20190528211500,27949
46,DANF,20190528,47,N,20190528214500,25855
47,DANF,20190528,48,N,20190528221500,24200
0,DANF,20190529,1,N,20190528224500,22700
1,DANF,20190529,2,N,20190528231500,21934
2,DANF,20190529,3,N,20190528234500,21600
3,DANF,20190529,4,N,20190529001500,21400
4,DANF,20190529,5,N,20190529004500,21314
5,DANF,20190529,6,N,20190529011500,20887
6,DANF,20190529,7,N,20190529014500,20594
7,DANF,20190529,8,N,20190529021500,20538
8,DANF,20190529,9,N,20190529024500,20579
9,DANF,20190529,10,N,20190529031500,20400
10,DANF,20190529,11,N,20190529034500,20727
11,DANF,20190529,12,N,20190529041500,21463
12,DANF,20190529,13,N,20190529044500,23580
13,DANF,20190529,14,N,20190529051500,25330
14,DANF,20190529,15,N,20190529054500,27635
15,DANF,20190529,16,N,20190529061500,29119
16,DANF,20190529,17,N,20190529064500,30319
17,DANF,20190529,18,N,20190529071500,30900
18,DANF,20190529,19,N,20190529071500,31000
19,DANF,20190529,20,N,20190529081500,30911
20,DANF,20190529,21,N,20190529084500,30996
21,DANF,20190529,22,N,20190529091500,31099
22,DANF,20190529,23,N,20190529094500,31156
23,DANF,20190529,24,N,20190529101500,31200
24,DANF,20190529,25,N,20190529104500,31095
25,DANF,20190529,26,N,20190529111500,30638
26,DANF,20190529,27,N,20190529114500,30467
27,DANF,20190529,28,N,20190529121500,30400
28,DANF,20190529,29,N,20190529124500,30484
29,DANF,20190529,30,N,20190529131500,30427
30,DANF,20190529,31,N,20190529134500,30473
31,DANF,20190529,32,N,20190529141500,30934
32,DANF,20190529,33,N,20190529144500,31313
33,DANF,20190529,34,N,20190529151500,31948
34,DANF,20190529,35,N,20190529154500,32540
35,DANF,20190529,36,N,20190529161500,32951
36,DANF,20190529,37,N,20190529164500,33000
37,DANF,20190529,38,N,20190529171500,32746
38,DANF,20190529,39,N,20190529174500,32303
39,DANF,20190529,40,N,20190529181500,31780
40,DANF,20190529,41,N,20190529184500,32375
41,DANF,20190529,42,N,20190529191500,31800
42,DANF,20190529,43,N,20190529194500,31400
43,DANF,20190529,44,N,20190529201500,30270
44,DANF,20190529,45,N,20190529204500,28898
45,DANF,20190529,46,N,20190529211500,26735
46,DANF,20190529,47,N,20190529214500,24672
47,DANF,20190529,48,N,20190529221500,22900
0,DANF,20190530,1,N,20190529224500,21500
1,DANF,20190530,2,N,20190529231500,20749
2,DANF,20190530,3,N,20190530073300,19977
3,DANF,20190530,4,N,20190530073300,19698
4,DANF,20190530,5,N,20190530073300,19504
5,DANF,20190530,6,N,20190530073300,19332
6,DANF,20190530,7,N,20190530073300,19211
7,DANF,20190530,8,N,20190530073300,19168
8,DANF,20190530,9,N,20190530073300,19124
9,DANF,20190530,10,N,20190530073300,19000
10,DANF,20190530,11,N,20190530073300,19088
11,DANF,20190530,12,N,20190530073300,19658
12,DANF,20190530,13,N,20190530073300,21533
13,DANF,20190530,14,N,20190530073300,23284
14,DANF,20190530,15,N,20190530073300,25355
15,DANF,20190530,16,N,20190530073300,26745
16,DANF,20190530,17,N,20190530073300,27829
17,DANF,20190530,18,N,20190530073300,28000
18,DANF,20190530,19,N,20190530073300,28115
19,DANF,20190530,20,N,20190530081500,28200
20,DANF,20190530,21,N,20190530084500,28174
21,DANF,20190530,22,N,20190530091500,28200
22,DANF,20190530,23,N,20190530094500,28034
23,DANF,20190530,24,N,20190530101500,28000
24,DANF,20190530,25,N,20190530104500,27907
25,DANF,20190530,26,N,20190530111500,27058
26,DANF,20190530,27,N,20190530114500,26917
27,DANF,20190530,28,N,20190530121500,26748
28,DANF,20190530,29,N,20190530124500,26511
29,DANF,20190530,30,N,20190530131500,26200
30,DANF,20190530,31,N,20190530134500,26212
31,DANF,20190530,32,N,20190530141500,26631
32,DANF,20190530,33,N,20190530144500,27059
33,DANF,20190530,34,N,20190530151500,28524
34,DANF,20190530,35,N,20190530154500,29539
35,DANF,20190530,36,N,20190530161500,30108
36,DANF,20190530,37,N,20190530164500,30363
37,DANF,20190530,38,N,20190530171500,30700
38,DANF,20190530,39,N,20190530174500,30696
39,DANF,20190530,40,N,20190530181500,30506
40,DANF,20190530,41,N,20190530184500,30034
41,DANF,20190530,42,N,20190530191500,29600
42,DANF,20190530,43,N,20190530194500,29700
43,DANF,20190530,44,N,20190530201500,29116
44,DANF,20190530,45,N,20190530204500,27995
45,DANF,20190530,46,N,20190530211500,26177
46,DANF,20190530,47,N,20190530214500,24036
47,DANF,20190530,48,N,20190530221500,22500
0,DANF,20190531,1,N,20190530224500,21700
1,DANF,20190531,2,N,20190530231500,20918
2,DANF,20190531,3,N,20190530234500,20400
3,DANF,20190531,4,N,20190531001500,20300
4,DANF,20190531,5,N,20190531004500,19896
5,DANF,20190531,6,N,20190531011500,19408
6,DANF,20190531,7,N,20190531014500,19061
7,DANF,20190531,8,N,20190531021500,18917
8,DANF,20190531,9,N,20190531024500,18747
9,DANF,20190531,10,N,20190531031500,18400
10,DANF,20190531,11,N,20190531034500,18634
11,DANF,20190531,12,N,20190531041500,19410
12,DANF,20190531,13,N,20190531044500,21309
13,DANF,20190531,14,N,20190531051500,23053
14,DANF,20190531,15,N,20190531054500,25163
15,DANF,20190531,16,N,20190531061500,26952
16,DANF,20190531,17,N,20190531064500,28562
17,DANF,20190531,18,N,20190531071500,29300
18,DANF,20190531,19,N,20190531071500,29567
19,DANF,20190531,20,N,20190531081500,29600
20,DANF,20190531,21,N,20190531084500,29060
21,DANF,20190531,22,N,20190531091500,29100
22,DANF,20190531,23,N,20190531094500,28962
23,DANF,20190531,24,N,20190531101500,28621
24,DANF,20190531,25,N,20190531104500,28425
25,DANF,20190531,26,N,20190531111500,28063
26,DANF,20190531,27,N,20190531114500,27958
27,DANF,20190531,28,N,20190531121500,27338
28,DANF,20190531,29,N,20190531124500,27119
29,DANF,20190531,30,N,20190531131500,27001
30,DANF,20190531,31,N,20190531134500,26600
31,DANF,20190531,32,N,20190531141500,26599
32,DANF,20190531,33,N,20190531144500,26762
33,DANF,20190531,34,N,20190531151500,27220
34,DANF,20190531,35,N,20190531154500,27605
35,DANF,20190531,36,N,20190531161500,27830
36,DANF,20190531,37,N,20190531164500,27898
37,DANF,20190531,38,N,20190531171500,28000
38,DANF,20190531,39,N,20190531174500,27967
39,DANF,20190531,40,N,20190531181500,27963
40,DANF,20190531,41,N,20190531184500,27600
41,DANF,20190531,42,N,20190531191500,27611
42,DANF,20190531,43,N,20190531194500,27400
43,DANF,20190531,44,N,20190531214100,27001
44,DANF,20190531,45,N,20190531214600,26476
45,DANF,20190531,46,N,20190531215100,25275
46,DANF,20190531,47,N,20190531215100,23933
47,DANF,20190531,48,N,20190531221500,22700
0,DANF,20190601,1,N,20190531224500,21000
1,DANF,20190601,2,N,20190531231500,20359
2,DANF,20190601,3,N,20190531234500,19400
3,DANF,20190601,4,N,20190601001500,19500
4,DANF,20190601,5,N,20190601004500,19313
5,DANF,20190601,6,N,20190601011500,18989
6,DANF,20190601,7,N,20190601014500,19198
7,DANF,20190601,8,N,20190601021500,19086
8,DANF,20190601,9,N,20190601024500,18873
9,DANF,20190601,10,N,20190601031500,18500
10,DANF,20190601,11,N,20190601034500,18539
11,DANF,20190601,12,N,20190601041500,18665
12,DANF,20190601,13,N,20190601044500,19466
13,DANF,20190601,14,N,20190601051500,20239
14,DANF,20190601,15,N,20190601054500,21303
15,DANF,20190601,16,N,20190601061500,22246
16,DANF,20190601,17,N,20190601064500,23349
17,DANF,20190601,18,N,20190601071500,23900
18,DANF,20190601,19,N,20190601071500,24400
19,DANF,20190601,20,N,20190601081500,24217
20,DANF,20190601,21,N,20190601084500,23917
21,DANF,20190601,22,N,20190601091500,23400
22,DANF,20190601,23,N,20190601094500,23038
23,DANF,20190601,24,N,20190601101500,22827
24,DANF,20190601,25,N,20190601104500,22616
25,DANF,20190601,26,N,20190601111500,22410
26,DANF,20190601,27,N,20190601114500,22198
27,DANF,20190601,28,N,20190601121500,21887
28,DANF,20190601,29,N,20190601124500,21595
